Date,Time,Town,County,Occupation,Description
2004-04-25,20:43 Seaforth,,Merseyside,,"Saw a UFO, with a cluster of four bright lights in a ring shape on it. Three beams of white light shone upwards and then disappeared."
2004-06-02,09:43,,Surrey,,"The witness had seen the object so clearly, that grooves and windows could be seen and no room for humans to fit within it."
2004-06-02,11:15 Nelson,,Lancashire,,The object was white in colour and 'chewy mint' shaped.
2004-06-14,00:00 Hamilton,,Lanarkshire,,The object was a bright light and it was flashing and making engine noises.
2004-07-13,00:35 Hamilton,,Lanarkshire,,"One object with a bright, white flashing light, and was making engine noises."
2004-07-14,01:00 Hayes,,Middlesex,,"Object looked like a comet at first, was quite bright and got lighter as they grew bigger."
2004-10-10,20:15 Cardiff,,South Glamorgan,,"Large flash of light which turned into a grey object descending over Cardiff bay, with trailing smoke behind it."
2004-10-10,,03:50 Iwerne Minster,Dorset,,"The object looked like a great bright light and was really intense, like a big ball of fire, rapidly moving towards the ground."
2004-10-11,06:30 Devizes,,Wiltshire,,Looked like a big ball of fire coming down from the sky with a tail and sparks coming off of the end of it.
2004-11-19,22:15 Colchester,,Essex,,"Bright orange/red colour object, rapidly and randomly changing direction, from East to West."
2005-01-14,08:02 Douglas,,Isle of Man,,"The object was a silver disc, with solar panels, but turned out to be an ATR 42 - twin propeller, Euromanx aeroplane."
2005-01-14,,17:15 Wellingborough,Northants,,A group of lights were seen and then a buzzing noise was heard.
2005-02-20,,St Clements,Cornwall,,A bright light was seen heading towards the earth through the clouds.
2005-02-20,05:00 Port Talbot,,West Glamorgan,,"Looked like an orange ball of light, like a big star in the sky and it had spiderish legs."
2005-02-20,,16:30 Scarborough,North Yorkshire,,Light bulbs in the sky. (From the Scarborough Evening Post).
2005-02-20,,17:50 Wellingborough,Northamptonshire,,"Witnessed a V shaped object, which had bright lights, and sounded like bees."
2005-02-20,,20:00 Bridlington North Bay,East Yorkshire,,A group of lights in the sky were moving erratically to the West. They just seemed to fade away.
2005-02-20,22:55 Orpington,,London,,A massive light. The object was shaped like an iron. Didn't move at all.
2005-02-27,,Leicester,Leicestershire,,"Object seen in the sky, but then the witness said it could have been a meteorite."
2005-04-18,,05:29 Immingham/Grimsby,Humberside,,"Saw one strange light, that stayed there for about an hour. It dimmed, then got brighter again."
2005-04-18,21:30,,,,The object was star shaped and all the colours of the rainbow and was dancing around.
2005-06-08,00:30 Matlock,,Derbyshire,,The witness said that there was a descending white light. Then rotating beams of light going upwards from the ground.
2005-08-11,23:30 Nailsworth,,Gloucestershire,,Said there were strange lights in the sky at a very high altitude.
2005-09-17,22:00 Loughton,,Essex,,"Three golden orbs seen hovering in the sky for an hour, moving in a triangle formation."
2005-10-16,21:00 Loughton,,Essex,,Three objects were seen in the sky. The objects appeared to be orange in colour.
2005-10-16,20:58 Loughton,,Essex,,Three balls of fire in the sky. They keep circling and then lining up.
2005-10-16,21:15 Lochgelly,,Fife,,"Bright, white lights that were moving in semi circles."
2005-10-16,20:55 Blairgowrie,,Perthshire,,Three white circles going clockwise then anti-clockwise.
2005-12-16,20:30 Sleights,,North Yorkshire,,"Diamond shaped craft/object. The object had an unusual powerful, white/yellow, rotating beacon/searchlight at its rear."
2006-02-15,,07:45 Leigh-on-Sea,Essex,,"A photograph of a dot in the sky was taken, and when magnified, looked like some strange craft."
2006-11-03,22:00 Locherbridges,,Dumfries,,"Dome shaped static object, with lights running up and down the dome, with another light swaying to and fro beneath."
2006-11-03,18:00 Chorlton,,Manchester,,Three silver dots/craft were seen very high up in the sky.
2007-02-01,21:00 Stamford Hill,,London,,There was a massive bang and then two large fire balls were seen moving from East to West. They were very bright.
2007-04-08,,20:00 White Roding/Dunmow,Essex,,Hundreds of glowing lights moving North East in a line formation. They were moving in rows of three.
2007-08-19,22:29 Long Eaton,,Nottinghamshire,,"A curved, diamond shaped object, passed over the witnesses head, going North. It 
was travelling very fast."
2007-09-09,21:20 Glasgow,,S'clyde,,"Five orange/red glows were seen in the sky. They were moving quite fast. They 
were in formation and then parted and disappeared."
2007-09-15,21:30 Bexley,,Kent,,There were over fifty lights floating in the sky. They were red/orange in colour.
2007-12-23,22:45 Sheffield,,South Yorkshire,,"Two strange objects, followed by three others. They were bright and fire coloured. 
Were spinning and moving very fast across the sky."
2008-02-27,21:00 Hillmorton/Rugby,,Warwickshire,,"Six, strange lights which were yellow, but had orange in the centre. They were 
moving in a staggered formation across the sky, below the cloud base."
2008-02-27,22:00 Denton/Grantham,,Lincolnshire,,"A cigar shaped object, with flashing lights. It was hovering."
2008-06-01,,Bryn,West Glamorgan,,"Two clusters of amber/orange and white lights in triangular formations. They 
travelled horizontally in a North Westerly direction. They moved like a cork that 
was bobbing on water."
2008-07-30,19:15,Darley Moor,Derbyshire,,"Two strange beams of light. They were very 
bright. They were hovering above some trees. 
The lights then moved towards the borders of 
Staffordshire."
2008-07-30,21:00,Burntwood,Staffordshire,,"A dull, red object was travelling at high speed 
and stayed on route."
2008-08-11,04:00,Windermere,Cumbria,,"The object was triangular in shape, with a 
yellow light in each corner and a red light in 
the centre. The yellow lights were pulsating 
quickly."
2008-08-15,19:00,Walthamstow,London,,"Eight, faint orange lights were flying in the sky. 
They suddenly disappeared when a plane was 
in it's view."
2008-08-15,20:56,Huntingdon,Cambridgeshire,,"A long, thick, red streak shot across the sky. 
There was a silver ball of light attached to the 
front of it. It was rather large. The ball then got 
bigger and burst."
2008-11-25,22:00,Davidstow,Cornwall,,"Two lights were briefly seen, before they 
disappeared into a huge cloud. They looked 
like bright orange stars."
2008-12-18,02:14,Scarborough,North Yorkshire,,"A UFO that was shaped like a fiery star. It flew 
through the sky and then disappeared."
2008-12-24,03:30,Redruth,Cornwall,,"An object moved from North to West, then 
disappeared after moving towards the East."
2008-12-24,22:30,A6 near Buxton,Derbyshire,,"There was a distant bright light, like a huge 
star. A wide shaped object too, with white and 
coloured lights across it. It then disappeared 
overhead."
2008-12-24,21:00,Sutton-In-Craven/Keighley,West Yorkshire,,"Two bright balls of light. One of the balls 
looked like it was chasing and trying to 
overtake an aircraft. The other ball just burst 
as it was moving and disappeared."
2008-12-29,16:30,Pontypridd,Mid Glamorgan,,"An object was travelling at high speed. It 
appeared to be round like a football. It was 
travelling from South East to North East. It 
then disappeared."
2008-12-29,23:25,Leeds,West Yorkshire,,"There was one lit up circle and then 24 
appeared all spaced. They were all in the 
same line of path and moving at the same 
speed."
2008-12-29,23:05,West Kilbride,Ayrshire,,"Two spheres passed rapidly by, moving 
Northwards."
2009-01-08,21:35,Littlebourne,Kent,,"Three very low, very bright lights were 
travelling in formation, then breaking off and 
doing acrobatics. Then a large globe-like 
object appeared and was changing colours in 
a pulsating way."
2009-01-23,22:40,Middlesbrough,Middlesborough,,"The craft had bright green lights and a blue 
light that was moving quickly through the 
trees. It was very large and was moving 
extremely fast. It was silent."
2009-01-23,20:03,Laindon,Essex,,"Two large orange lights in the sky, were flying 
East rather quickly. One light flew around the 
other one, then they both moved away North, 
at a higher speed."
2009-01-23,00:10,Near Blackpool,Lancashire,,"An object, the shape of a chewing gum pack, 
black in colour and had three circles of lights 
underneath it, emitting a dull orange light. 
Was about 150 feet long and 50 feet wide."
2009-01-24,04:53,Not stated,Not stated,,"There was quite a large flashing object, just 
hanging in the air, quite high up. Underneath 
the object was an orange/red luminating light."
2009-01-29,23:00,Felixstowe,Suffolk,,"Very fast, intense flashes. Then one of the 
flashes formed into a ball."
2009-02-08,17:40,Somerton,Somerset,,"The object was cigar shaped, was 80ft long 
and 30ft tall. Was orange in colour and looked 
illuminated. It had a rear, bright white light. It 
made a sharp right turn then disappeared."
2009-02-08,20:10,Rainham,Kent,,"A UFO, that looked like a yellowy light. The 
object was quite near and fairly low down in 
the sky. There was no sound."
2009-02-22,19:50,Rottingdean,East Sussex,,"There were fifteen UFOs/bright lights coming 
down from the Downs. They were travelling at 
very fast speeds."
2009-02-22,20:00,Felixstowe,Suffolk,,"An orange/red ball shot into the sky from a 
North Easterly direction. It travelled at terrific 
speed climbing all the time, then faded and 
disappeared. There was no noise."
2009-02-22,21:40,High Wycombe,Buckinghamshire,,"There were fifteen lights moving across the 
sky about half a mile away. They were red 
and flickering. Then three lights formed a 
triangle shape. They were moving horizontally 
from left to right."
2009-02-22,20:20,Glasgow,Strathclyde,,"Six objects in two lines of three, one line 
above the other.  Emitted a very strong yellow 
orange light before disappearing in the 
distance to the west."
2009-02-22,22:40,Carlisle,Cumbria,,"Four or five bright lights moving across sky 
north of Carlisle. Orange in colour. Retained a 
constant altitude then dissappeared from view 
heading westwards."
2009-02-23,02:30,Old Colwyn,North wales,,"Bigger than a helicopter, 250 metres up, 
silent, with something like a bar coming off it. 
30 seconds later flew off over the sea followed 
closely by a helicopter"
2009-02-23,18:30,Southgate,London,,"There was a whole procession of lights in the 
sky. Big eight orange balls with a red, flaming 
triangle in the centre of all of them. There was 
no noise."
2009-02-27,Not stated,Kensington,London,,"Two orbs, that were quite big, were seen 
dropping through the sky and disappearing 
behind some trees."
2009-02-27,19:00,Loughton/Adbridge,Essex,,"Lights in groups of 3 or 4 but not in a line. 
They weere an orange/yellow colour. Watched 
for 30 minutes. They made no sound"
2009-02-27,Not stated,Kettering,Northamptonshire,,"There were some large objects in the sky. 
There was also a constant red light heading 
West. The objects were bigger than a plane."
2009-05-07,Not Given,Porthcawl,Mid Glamorgan,,"A diamond shaped red light came towards him from the sea. Rear 
end of diamond was a blue light. It was incredibly hot as it passed 
overhead. No sound."
2009-05-09,Not Given,Halifax,West Yorkshire,,"A silver disc shaped light seen for two minutes. Witness was in his 
lounge."
2009-05-09,Not Given,High Wycombe,Buckinghamshire,,A bright object travelling very fast overhead. Not a plane.
2009-05-09,Not Given,St Albans,Hertfordshire,,Something lit up the sky. There was smoke in the sky afterwards.
2023-06-09,Not Given,Colchester,Essex,,"We keep getting flown over by aliens galore. They are dropping 
germs and we keep getting colds. Please send the RAF or USAF to 
stop them."
2023-06-09,Not Given,East Kilbride,Lanarkshire,,"Five orange lights high in the sky over the house. Disappeared into 
the atmosphere"
2009-06-20,20:10,"Near Edinburgh 
Airport",Edinburgh,,"White on outer edges. 7-800ft long. Moving very fast from North to 
South."
2009-06-20,Not Given,Gorseinon,Swansea,,Strange object seen when he developed photographs he had taken.
2009-06-20,19:30,"Between Norwich 
and Lenwade",Norfolk,,"Ten orange orbs. Orbs had slightly pulsating orange lights. Not like 
navigation lights. Made no noised."
2009-06-20,20:05,Not Given,Not Given,,"Six lights, some red, some orange and some white all travelling in 
the same direction. It was either one big object or six single objects. 
All travelling in the same direction."
2009-06-23,22:05,Fowey,Cornwall,,"Strange object in the sky. Bright orange in colour with intensity of 
fire. Like a huge hanglider."
2009-06-23,20:00,Ashingdon,Essex,,Lights in the sky. Definitely not a plane. Very strange.
2009-06-25,Not Given,Romsley,Shropshire,,"A peculiar bright light. The object was spherical shaped like a 
satellite. It moved West to East very quickly. Definitely not a 
satellite, helicopter or light aircraft."
2009-06-25,21:00,Not Given,Somerset,,"Bright orange lights continuously going up and down on the horizon. 
Heading East in the direction of Frome or Wiltshire."
2009-06-25,22:45,"Western-super-
Mare",Somerset,,"An orange/yellow object moving NW to SE. Followed by three more. 
No navigation lights and they made no sound. Not that high up. 
Disappeared into the distance quicker than they arrived."
2009-07-11,20:15,West Bridgford,Nottingham,,"A swarm of about 100 flashing white lights, high in the sky moving 
from the NE to SE. Very quick and keeping equidistant and of equal 
speed. Disappeared about 45 degrees above the horizon. The 
swarm moved in an arc of 40 degrees in about 10 seconds."
2009-07-19,05:35,Portsmouth,Hampshire,MoD Guard Service,"A wide pear drop shaped translucent green light with a small tail of 
light. Moved in NW direction. Made no noise and vanished after a 
few seconds."
2009-07-19,20:30,Heywood,Lancashire,,"Three orange lights, evenly spaced and moving at the same speed. 
Gradually disappeared after five minutes. Heading from SE to NW."
2009-07-19,21:02,Bromsgrove,Worcestershire,,"A red fire ball travelling at extreme speed. It made no sound. 
Heading from Coventry to Leominster."
2009-07-19,22:00,Milton Keynes,Buckinghamshire,,Two very bright glowing orange lights moving at very high speed.
2009-07-19,Not Given,Not Given,West Sussex,,"A constant light travelling West to East. Very erratic, wobbling off 
course then just disappeared."
2009-07-25,08:45,Torquay,Devon,,"A group of very bright orange objects heading NW to SE at a 
consistent speed and low altitude. There was a group of 15 followed 
by groups of 2-3 and 3-4 over a five minute period. They made no 
noise."
2009-07-25,20:45,Preston,Lancashire,,"Three bright lights heading in the same direction some 2 minutes 
apart. The 3rd light disintegrated and spilt up."
2009-07-25,Not Given,Swindon,Wiltshire,,"A massive orange thing. Going so fast it passed a plane going 
towards RAF Lyneham."
2009-07-25,00:30,Saddleworth,Lancashire,,"A bright orange ball of fire. It was quite high up in the sky over the 
house. It was changing colour and disappeared straight into the sky."
2009-07-25,Not Given,Hessel,Humberside,,"Very bright white light. Its trail followed it for half an hour heading 
towards Brough."
2009-07-25,01:00,Brighton,Sussex,,"Looked like a squashed balloon and had no wings. Rounder at the 
front and pointed at the back. It had no lights at the front but 2-3 at 
the back, one red, one red and flashing and one white/green. 
Witness heard the noise first which grew louder."
2009-07-25,21:26,Note Given,Liverpool,,Two parallel lights. Red or orange lights in the sky.
2009-07-25,21:35,Ellon,Aberdeenshire,,"A very bright orange glow. Moved about the speed of an airliner, 
heading south to north."
2009-07-25,21:05,Harrow,London,,"A big ball of fire, like a star. It decreased in size over two minutes."
2009-07-25,21:20,Chesterfield,Derbyshire,,"Several orange lights, same colour and brightness of street lights. 
Three were close together and the others were in a horizontal line."
2009-07-25,21:40,Goole,Humberside,,"A Light. Moved past very slowly then shot off at phenomenal speed. 
It was round but twice it changed into a cone shape. 300-400ft up."
2009-07-25,Not Given,Swindon,Wiltshire,,"Four glowing objects coming from southwest and then turned north. 
They were glowing duller and brighter, then disappeared."
2009-08-01,22:22,Brandon,Suffolk,,Two yellow objects like giant sparklers heading North to South.
2009-08-01,10:00,Maghull,Merseyside,,"A orange ball in the sky, travelling very quickly then stopped and 
faded away."
2009-08-01,20:40,Snodlands,Kent,,"An oval shaped glowing red object, in two dimensions. It spun in one 
direction then reversed and swung in the other."
2009-08-01,21:34,Maidstone,Kent,,"Lights rising from the ground into the sky, much like debris from a 
fire. However lights were too intense to be a fire. Seen in the 
direction of the North Downs from Maidstone."
2009-08-15,22:00,Nenthead,Cumbria,,"A bright orange light. Too bright for a Chinese lantern. The light 
looked electrical not a flame. Travelled in a straight line at a steady 
speed. Travelled East to West with the wind. Made no noise. It was 
about the size of a quarter moon."
2009-08-15,Not Given,Brandon,Suffolk,,"Four flaming balloons that disappeared over the horizon fairly 
quickly. Was not very high."
2009-08-24,22:15,Solihull,West Midlands,,"Three objects like fireballs falling to earth. They were glowing and 
orange. There was one large object and two smaller ones which 
converged together and rose into the atmosphere until they faded 
away."
2009-08-24,23:00,Bracknell,Berkshire,,"A UFO. It was a ""glowing ball of something or other"". Definitely not a 
plane."
2009-08-24,02:47,Folkestone,Kent,,"A bright circular amber light, the size of a 2p coin. It was moving 
very slowly in a straight line but once it flew over the witnesses 
house it accelerated away very very quickly into the distance. It 
made no noise and left no vapour trail."
2009-08-24,22:30,"Tunstall to Butley 
Road",Suffolk,,"Two clusters of bright lights. They were stationary for a while then 
the first group of 15 headed towards Woodbridge followed by the 
second cluster of 6-7 lights. They were very high up. They made no 
sound."
2023-09-09,21:45,Not Given,On the A3,,"50-100 objects moving together in the same direction. They were 
helicopter sized but made no noise."
2023-09-09,19:06,Hull,Humberside,,A light at about 1000ft. It split in two and flew away.
2009-09-12,11:15,Cawood,Yorkshire,,"Two very bright orange lights that appeared to get closer to the car 
then just hung in the sky. Five minutes later a second bright orange 
light with red glow seen then disappeared. A third light then hung in 
the sky and disappeared after five minutes."
2009-09-12,22:45,Sheffield,South Yorkshire,,"Six bright orange/red lights in formation. They climbed like balloons 
and made no sound. A sphere like a balloon appeared at the side 
and then another."
2009-09-19,23:30,Lichfield,Staffordshire,,"Eight alien aircraft seen just above helicopter height travelling SW 
to NE. There was a humming sound. They looked like they were 
""eyeing the place up""."
2009-09-19,Not Given West Grinstead,,West Sussex,Part-Time Pilot,"12-15 objects. Not like normal fixed wing aircraft, more like bright 
orange lights. Moving West at indeterminate height. Objects entered 
cloud then turned around."
2009-09-19,00:15,Brighton,Sussex,,"A red light followed by 7 others. They came from the West, flew 
overhead and disappeared. Definitely not aircraft."
2009-09-19,23:30,Marston Green,Birmingham,,"Some 30 orange lights heading from Birmingham Airport towards 
Coleshill."
2009-09-19,Not Given,Not Given,Not Given,,"Three very bright orange lights. Fairly large and moving much faster 
than an aircrfat. They disappeared. Then two lights appeared from 
the South. The lights appeared co-ordinated. They were not aircraft."
2009-09-19,01:35,"Stratford upon 
Avon",Warwickshire,,"A dormant blue light which changed colour many times over the 
hour it was witnessed. At first it was moving steadily and then it 
stopped in  mid air. Then started moving from left to right. A white 
beam could be seen shining down from it. It had red lights."
2009-09-19,02:00,Peterborough,Cambridgeshire,,"Two objects, one with a brighter light. The second one was behind it 
and had a dimmer light. No navigation lights. Not normal. Reluctant 
to say it was a UFO - perhaps it is a plane."
2009-09-19,22:25,Pagham,West Sussex,,"Five orange bright lights. Half a mile distance between each one. 
Took photos."
2009-09-19,00:20,Northampton,Northamptonshire,,"Fast, shiny discs. Lower and faster than a plane, not a plane or 
helicopter. Sphere, brilliant light."
2009-09-19,00:30,Glasgow,Strathclyde,,"Two sightings. First at 12:30 (bright light), second at 01:30 (flashing 
green)."
2009-09-19,20:00,Palmers Green,London,,"Having a BBQ with some friends when saw an orange fireball about 
to crash two gardens away, but on checking it was now high in the 
sky about half mile away. 3-5 minutes later another object appeared 
then a third spherical object with a leg protruding."
2009-09-22,23:30,Trimley St Mary,Suffolk,,"A very bright white light like a star. It moved south then double 
backed on itself and was joined by another light. The lights danced 
round each other then split and moved off in different directions. The 
light suddenly disappeared."
2009-10-08,11:30,Doncaster,Yorkshire,,"Seven bright orange lights in a straight line. Only two lights were in 
view at any time. As the last two came a white moon ball flew over 
at double the speed of the orange lights. Thirty minutes later six 
white balls in a triangle formation were seen."
2009-10-08,22:30,Coningsby,Lincolnshire,,"Three huge orange lights. First and second objects moving at speed 
of an aircraft. Third object moving much faster as if trying to catch 
up."
2009-10-31,23:00,Thorpe-le-Soken,Essex,"Amateur 
astronomer","Saw a meteor shower which contained something he could not 
explain."
2009-10-31,23:03,Morfa Nefyn,Pwllheli,,"Bright light shone through the window. Saw three lights size of a 
basket ball moving up/down and rotating on own axis. Seemed to 
loose power after 30 seconds and vanished."
2009-10-31,20:00,Billericay,Essex,,"No flashing lights, orange looking object. Looked like it was 
hovering, flew towards observer's car and faded slowly into the 
distance."
2009-10-31,23:50,Wimborne,Dorset,,"Pair of ""lanterns"" directly overhead, slightly faster than a plane, 
faster than a satellite, slower than a meteor."
2009-10-31,23:00,Westmuir,Moray,,"One light, joined by another, hovering over the village. No noise. 
One light no longer there, the other disappeared. Like a lightbulb 
with an orange top"
2009-10-31,03:30,Langport,Somerset,,"Very bright light, stops and spins slowly, moves right and left, as if 
looking for something or taking photos, long beams of light. No 
sound."
2009-10-31,21:25,Altrincham,Lancashire,,Two bright orange lights. Witnessed for about five minutes.
2009-10-31,23:00,Wythall,Birmingham,,"Emitting a large bright orange light much larger than normal lights 
on a plane/helicopter, travelling in an arc with no sound. After 10 
mins light became dimmer and appeared to gain height, light now 
size as normal aircraft light and disappeared."
2009-10-31,Not Given,Exmouth,Devon,,"A bright orange object. Above cloud level. Travelling at a high rate 
of knots. Came inland from the coast over Exmouth and headed off 
towards Woodbury and Taunton."
2009-10-31,21:00,Northampton,Northamptonshire,,"Was carrying a camera, as is her usual practice, saw a pinpoint, a 
silver dot that was clearly a UFO."
2009-10-31,23:44,Withington,Lancashire,,"Three red lights in the shape of a triangle with the nose moving 
forward, not a usual aircraft, suspect it was a UFO."
2009-10-31,23:00,Shebbear,Devon,,"Circular shape in with a mixture of stars, one was getting brighter 
and then dimmer and disappearing for a short number of minutes. 
Another red light hovered around the object. Camera on phone 
would not pick anything up."
2009-11-04,20:15,Not Given,East Anglia,,Came over top of field - red- flew very quickly like a shooting star.
2009-11-05,20:30,Dronfield,Derbyshire,,"Round shape - lightening then darkening with a dark shape behind it.  
No engine noise."
2009-11-05,21:29,Manor Park,London,,Saw a bright light heading towards Essex - bright light standing still.
2009-11-05,21:30,Not Given,Not Given,,"Orange ball going in a straight line.  No visible trail.  No smoke or 
noise. Appeared to be getting smaller burning itself up."
2009-11-05,Not Given,Sark,Guernsey,,"Saw what looked like a flying log, blue with a white edge."
2009-11-05,Not Given,Kings Lynn,Norfolk,,"Terrestrials seen coming from King's Lynn towards Swaffham, 
Norfolk."
2009-11-05,21:00,Kettering,Northamptonshire,,"Two glowing sphere/domed -shaped objects followed each in South 
East direction.  Completely silent and not flashing at all, as you 
would expect from aircraft."
2009-11-05,21:09,Plymouth,Devon,,"One object rising in the sky. Semi circle outline. Flames glowing 
orange/red.  Flickering round the edge. At first thought it was a 
firework, then it disappeared."
2009-11-05,21:40,Lyneham,Wiltshire,,"Orange lights following each other in same direction. No noise, no 
flashing lights, same trajectory. In vicinity of Lyneham radar.  Some 
lights disappeared."
2009-11-07,12:10,Petts Wood,Kent,,"Saw eight orange single lights in the sky. Lights were very clear, 
single bright orange spot, which travelled at constant speed slowly 
higher into the eastern atmosphere. At first four lights in close 
proximity followed by four more with approx one minute."
