Date,Time,Town,County,Occupation,Description
2003-09-18,20:45 Northampton,,Northants,,"Two small, star size objects, much darker orange or rust colour, followed by another two, doing manoeuvres."
2003-09-24,,22:30 Ashby De La Launde,"Nr Digby, Lincolnshire",,"The object was spinning whilst stationary, while above a house."
2003-09-24,,Hove,East Sussex,,"A red unidentified flying object, definitely not an aeroplane."
2004-06-05,17:00 Paignton,,Devon,,"Long single, black cylinder type object about 200ft long."
2004-08-07,,01:00 Winchmore Hill,London,,"Object was extremely large, completely circular and the lights on it were pulsating different colours."
2005-04-18,,05:29 Immingham/Grimsby,Humberside,,"Saw one strange light, that stayed there for about an hour. It dimmed, then got brighter again."
2005-04-18,21:30,,,,The object was star shaped and all the colours of the rainbow and was dancing around.
2005-08-23,22:00 Rotherham,,South Yorkshire,,Thin band of cloud with beams of light coming down. Lights moved from side to side like search lights.
2005-12-24,,Boston,Lincolnshire,,"Lights were seen in the sky, moving in a straight line and were evenly spaced. The lights were glowing amber like street lights."
2006-02-10,14:10 Peebles,,Borders,,The object was small and silver in colour. Was flying twice the speed of a military aircraft in a very straight line.
2006-08-05,18:35 Newquay,,Cornwall,,"A bright disc was seen hanging in the sky. The object appeared to quiver, rather than move. Moved around and then just vanished."
2006-09-09,22:00 West Kilbride,,Ayrshire,,Four golden spheres. They drifted - South to North East. The witness said they are definitely solid guided craft.
2006-09-09,22:30 Trestle,,Stafford,,"Looked like a satellite coming into the atmosphere and coming to it's end, but then another object came into view and they started zig-zagging about."
2006-09-09,,Barlaston,Staffordshire,,There was the mother ship and two smaller orbs that were moving around it. One of the orbs was white in colour and the other orange.
2006-09-09,,Barlaston,Staffordshire,,The mother ship was seen again. (The two separate sightings were on one letter).
2006-11-04,02:00 Marlborough,,Devon,,"Two round, stationary, slightly oval lights were seen. A third light kept arcing between the other two oval lights, and lit up the sky."
2007-01-16,22:00 Oldbury,,Greater Manchester,,"Five lights/orange fire balls were seen. They were flying in formation. They seemed to hover, before one vanished."
2007-05-27,18:45 Cobham,,Surrey,,White object moving from North to South. Looked like the object was burning up. Trail behind it that lasted a few seconds.
2007-05-29,,Hunstanton,"Norfolk
Hampshire",,"The object was silver in colour, with a light underneath. It hovered in the sky and made little noises while flying. Dust came down."
2007-08-13,17:25 Archway/Islington,,London,,"Twelve - fifteen orange balls of light seen moving across the sky. Moved upwards, 
then faded away."
2007-10-06,15:55 Leicester,,Leicestershire,,"Tear shaped object, that was black in colour. The object was travelling fast and left 
what sounded like a rocket sound behind it."
2007-10-06,02:04,,West Derbyshire,,"Round orange ball, which then turned into an orange speck, as it moved further 
away."
2007-10-06,,22:00 Parley Cross/Bournemouth,East Sussex,,"Bright orange lights were seen. The lights seemed to split up and go in different 
directions. Then they silently all disappeared."
2007-11-12,18:00 Southampton,,Hampshire,,"There was an object adjacent to the moon, and was twice the brightness. The 
object was stationary and looked to be 30,000 ft up."
2007-12-09,23:00 Dollar,,Clackmananshire,,"Four bright lights moving quickly towards people that were observing them. The 
objects gradually came together and then moved apart."
2008-01-30,22:45 Basingstoke,,Hampshire,,"A single orange light as bright as Venus, was moving at aircraft speed across the 
sky. The object then hovered and flickered like a flame."
2008-02-09,,Farnham,Surrey,,A UFO was seen. It was going across the sky quite slowly.
2008-02-09,22:45 Houghton Le Spring,,County Durham,,"There were two objects of the same brightness. They were slow, erratic, changing 
direction and suddenly slowing and stopping."
2008-02-12,22:19 Dunkeld,,Perthshire,,A number of orange lights in the sky. They were very low and fast in the sky.
2008-02-12,21:00 Alton,,Hampshire,,"Seventeen objects were seen. They looked round, (totally circular) and solid and 
were a bright orange colour. They were in an elongated shape."
2008-05-05,12:10 Portsmouth,,Hampshire,,"An oval/spherical shaped object approached an aircraft, and appeared to 
accelerate very fast, and then wobbled from side to side. Another object appeared 
roughly in the same vicinity and then stayed stationary."
2008-05-11,21:45 Kiverton area/Rotherham,,South Yorkshire,,"A bright, triangular object was seen in the sky. It had one flashing strobe light and 
twelve fixed lights beneath it. The object was stationary at first and then moved 
directly above the witness."
2008-08-30,22:50,Leeds,West Yorkshire,,"A jumbo jet sized object. The object was flat 
and round, with a blue rippled underside. It 
made no sound and then disappeared."
2008-08-30,23:00,Northop Hall,Flintshire,,"A bright circle shape was seen. It moved 
quickly and was quite erratic in the sky. It shot 
to the left over some houses and then 
disappeared."
2008-09-04,22:15,Delabole,Cornwall,,"A bright orange light was seen. It started to 
move backwards, up and down and then 
started to wobble to and fro, very fast. It faded 
away, as though it was moving into the 
distance."
2008-09-04,21:30,Newington,Edinburgh,,"Ten to fifteen lights in groups of twos and 
threes, moving across the sky very slowly in 
an Easterly direction."
2008-10-30,17:50,Welton/Lincoln,Lincolnshire,,"A diamond/orb shaped object. Was white and 
bright. It never moved. It was a few thousand 
feet up in the sky."
2008-10-30,23:45,Inverness,Inverness-shire,,"One brilliant orange light. Then five orange 
lights moved slowly overhead. The orange 
lights moved from East to West."
2008-12-06,23:52,Scarborough,North Yorkshire,,"A white pea pod shaped object, flew through a 
blue part of the sky and then through a cloud."
2009-01-23,22:40,Middlesbrough,Middlesborough,,"The craft had bright green lights and a blue 
light that was moving quickly through the 
trees. It was very large and was moving 
extremely fast. It was silent."
2009-01-23,20:03,Laindon,Essex,,"Two large orange lights in the sky, were flying 
East rather quickly. One light flew around the 
other one, then they both moved away North, 
at a higher speed."
2009-01-23,00:10,Near Blackpool,Lancashire,,"An object, the shape of a chewing gum pack, 
black in colour and had three circles of lights 
underneath it, emitting a dull orange light. 
Was about 150 feet long and 50 feet wide."
2009-01-26,22:55,Malton,North Yorkshire,,"There were circles of white lights with a set of 
fire coming from inside each of them. They 
were like hang gliders, totally quiet. The last 
circle had  a red light. They were in a 
formation."
2009-01-26,22:15,Iver,Buckinghamshire,,"A stream of forty over-roundish lights. They 
were in separate formations, all in straight 
lines. They were a funny orange colour and 
were bright."
2009-01-26,19:45,Southgate,London,,"A large silent squadron of red/orange 
coloured flying craft. There must have been in 
excess of thirty. Maybe more. They were 
flying from West to East."
2009-02-03,20:55,Not stated,Lincolnshire,,"A very large inverted V shape of seven dull 
lights - greyish almost. There was no shell 
outline. It rotated slightly and then seemed to 
bounce. The lights then shot off individually at 
high speed."
2009-02-03,23:17,Newcastle upon Tyne,Tyne and Wear,,"A large, bright white object moving silently at 
fast speed in the sky at a very high altitude, 
heading from North East to South West. The 
colour then changed from white to red and 
then it stopped. It jumped to different parts of 
the sky."
2009-02-05,00:35,A12/Colchester,Essex,,"Two bright lights were flying Northbound, in 
line about 500 yards apart. As they got nearer, 
they could only be described as two balls of 
fire."
2009-02-05,19:20,Portsmouth,Hampshire,,"A large, bright orange tube shaped craft. It 
was flying slowly across the sky in a North 
Westerly direction. It was stationary for a 
minute. It made 3-4 circles in the sky and then 
zoomed off to the East."
2009-02-27,Not stated,Kensington,London,,"Two orbs, that were quite big, were seen 
dropping through the sky and disappearing 
behind some trees."
2009-02-27,19:00,Loughton/Adbridge,Essex,,"Lights in groups of 3 or 4 but not in a line. 
They weere an orange/yellow colour. Watched 
for 30 minutes. They made no sound"
2009-02-27,Not stated,Kettering,Northamptonshire,,"There were some large objects in the sky. 
There was also a constant red light heading 
West. The objects were bigger than a plane."
2009-05-30,17:15,Northholt,Middlesex,,"A bright oval orange in the sky. Thought at first it was an aircraft on 
fire. After five minutes the bright glow petered out and then became 
totally black. Lived in the area all her life but had never seen 
anything like it before."
2009-05-30,18:15,Bromley,Kent,,"Three orange lights in horizontal line above the opposite side of the 
hill. Stopped car but saw only four lights, two separate at the top & 
two close together at the bottom. Top two rose and disappeared. 
Second two moved higher then also vanished."
2009-05-30,21:45,Tarring,West Sussex,,Four orange lights. At first mistook them for stars. Faded one by one
2009-06-27,Not Given,Aberford,Leeds,,"Witness saw a long light flashing like a laser. Sometimes there were 
two lights crossing over. This is the third time they have been seen 
over six weeks."
2009-06-27,00:15,Winwick,Warrington,Police Officer,"Two orange lights in the sky that hovered over the old hospital site. 
The lights were not together but were stationary. They made no 
noise. They then moved off in a southerly direction."
2009-06-27,19:00,Colchester,Essex,,"A bright light that went straight up in the sky above the A12 near 
Colchester."
2009-06-27,19:19,Leigh,"Greater 
Manchester",,"A dome shaped orange ball of light. It suddenly took off from a field. 
It was organic like a jellyfish. Transparent, and you could see its 
internal workings. It departed swaying left to right and made a 
droning noise. 150-200ft in the air."
2009-06-27,19:50,Gravesend,Kent,,"A ball of light with a few lights inside. It hovered over Gravesend for 
some 30 minutes. Too static for a helicopter."
2009-06-27,21:45,Bradford,West Yorkshire,,"Two strange lights behind the clouds that appeared to be playing 
with each other, pretending to crash into each other. Then they were 
joined by a third light that hovered underneath them, going back and 
forth."
2009-06-27,22:45,Arundel,West Sussex,,"Five bright orange lights in the sky. One was in the lead the other 
four in a loose rectangular formation. Disappeared behind trees then 
were seen in a line with long gaps between them. Heard no engine 
noise. Headed south for two miles before vanishing."
2009-07-01,01:10,Chepstow,Gwent,,"A single object the size of a large car. Silver with flames flickering 
from the underside. Then moved up and away."
2009-07-04,19:17,New Ash Green,Kent,,"A ball of light in the clouds, moving slowly and falling apart. Had 
other white lights coming off it. Made no sound."
2009-07-04,22:52,South East LondonLondon,,,"It was the flashing of a huge object with one normal and two green 
lights. It was flying low. Only saw it for four seconds than it vanished 
from sight."
2009-07-04,18:45,Hartlepool,Cleveland,,"Saw four spaceships that flew over the house into the sky. They had 
a bright light that faded and was then gone. They returned to the 
same spot they had come from."
2009-07-04,19:15,Malmesbury,Wiltshire,,"Two lights above the cloud with beams of light coming out from 
them horizontally. Dotting about like two fireflies. The beams are 
coming from the lights, not the ground. Seen to the north. The lights 
are very round and flying in a small area."
2009-07-04,18:15,Central London,London,,"One white light to the south east that flashes red, green and an off 
yellow at about 8-10000ft. Another across central London at 10-
15000ft with the same colours. Objects are identical and 3-4 miles 
apart on the approach path to Heathrow or London City."
2009-07-18,20:15,Flitwick,Bedfordshire,,"Two UFOs. Orange globes that moved near together then separated 
and very gradually disappeared."
2009-07-18,20:30,Harlyn Bay,Cornwall,,"Five strange orange lights in formation, moving very quickly."
2009-07-18,20:40,King's Lynn,Norfolk,,"Object was travelling east/southeast. An extremely bright, constant 
red/orange light shining down. The shape of the object was obscured 
by the light. It made no sound. Cannot determine speed, but was 
visible for two minutes. May have speeded up."
2009-07-18,Not Given,Croydon,London,,"A bright orange light, the size of a helicopter. It looked like a flame 
or a flare but made no sound. It was moving very slowly."
2009-07-18,00:35,Not Given,Not Given,,"The shape of a rectangle. It had a dull green glow with no other 
lights showing."
2009-07-19,05:35,Portsmouth,Hampshire,MoD Guard Service,"A wide pear drop shaped translucent green light with a small tail of 
light. Moved in NW direction. Made no noise and vanished after a 
few seconds."
2009-07-19,20:30,Heywood,Lancashire,,"Three orange lights, evenly spaced and moving at the same speed. 
Gradually disappeared after five minutes. Heading from SE to NW."
2009-07-19,21:02,Bromsgrove,Worcestershire,,"A red fire ball travelling at extreme speed. It made no sound. 
Heading from Coventry to Leominster."
2009-07-19,22:00,Milton Keynes,Buckinghamshire,,Two very bright glowing orange lights moving at very high speed.
2009-07-19,Not Given,Not Given,West Sussex,,"A constant light travelling West to East. Very erratic, wobbling off 
course then just disappeared."
2009-07-23,18:50,Exton,Rutland,,"Large bright light seen to the east of Exton, moving south to north at 
high speed- at first mistaken for a planet."
2009-07-25,08:45,Torquay,Devon,,"A group of very bright orange objects heading NW to SE at a 
consistent speed and low altitude. There was a group of 15 followed 
by groups of 2-3 and 3-4 over a five minute period. They made no 
noise."
2009-07-25,20:45,Preston,Lancashire,,"Three bright lights heading in the same direction some 2 minutes 
apart. The 3rd light disintegrated and spilt up."
2009-07-25,Not Given,Swindon,Wiltshire,,"A massive orange thing. Going so fast it passed a plane going 
towards RAF Lyneham."
2009-07-25,00:30,Saddleworth,Lancashire,,"A bright orange ball of fire. It was quite high up in the sky over the 
house. It was changing colour and disappeared straight into the sky."
2009-07-25,Not Given,Hessel,Humberside,,"Very bright white light. Its trail followed it for half an hour heading 
towards Brough."
2009-07-25,01:00,Brighton,Sussex,,"Looked like a squashed balloon and had no wings. Rounder at the 
front and pointed at the back. It had no lights at the front but 2-3 at 
the back, one red, one red and flashing and one white/green. 
Witness heard the noise first which grew louder."
2009-07-25,21:26,Note Given,Liverpool,,Two parallel lights. Red or orange lights in the sky.
2009-07-25,21:35,Ellon,Aberdeenshire,,"A very bright orange glow. Moved about the speed of an airliner, 
heading south to north."
2009-07-25,21:05,Harrow,London,,"A big ball of fire, like a star. It decreased in size over two minutes."
2009-07-25,21:20,Chesterfield,Derbyshire,,"Several orange lights, same colour and brightness of street lights. 
Three were close together and the others were in a horizontal line."
2009-07-25,21:40,Goole,Humberside,,"A Light. Moved past very slowly then shot off at phenomenal speed. 
It was round but twice it changed into a cone shape. 300-400ft up."
2009-07-25,Not Given,Swindon,Wiltshire,,"Four glowing objects coming from southwest and then turned north. 
They were glowing duller and brighter, then disappeared."
2009-07-26,Not Given,Farnborough,Hampshire,,"A ball of glowing red light. After 30 seconds the light dimmed slightly 
and then just disappeared."
2009-07-26,21:30,Derby,Derbyshire,,"Two orangey lights in the sky moving towards each other. Then a 
ball of light approached the other lights. All three were stationary for 
a while before disappearing into the distance. Another light then 
hovered where the others had been."
2009-08-04,Not Given,"Holmefirth/ 
Huddersfield",West Yorkshire,,"A black spherical object 12m in diameter. It was 500ft up and 
travelling at 500 mph. It made no sound. It had a light on but 
switched it off when the witness shone a torch at it."
2009-08-04,00:50,Hackney,London,,"Two bright lights heading towards the city. Like a white octopus 
shaped kite. It was like they were propelled but travelling on their 
own."
2009-08-04,18:15,Regents Park,London,,"A spherical object with a red flashing light underneath. It was 
stationary in the sky for 10 minutes and then just faded away. It had 
made no movement at all."
2009-08-04,18:30,Central London,London,,"Single small white orb shortly joined by two others. Changed into a 
dull flat circular shape. They were hovering over Central London at 
15-20,000 ft but not blown by the wind. Objects disappeared but one 
reappeared for five minutes."
2009-08-04,22:05,Grimsby,Lincolnshire,,"Looked like a star or satellite. Saw three within 20 minutes. Came 
from the south. Its speed increased and then slowed down. Finally 
headed east over the North Sea."
2009-08-06,23:10,Nottingham,Nottinghamshire,,"Two orange lights flying in a parallel formation in an arc. One slowed 
and went behind the other then they both gradually faded away. Far 
too fast to be aircraft. They had no flashing lights and made no 
sound."
2009-08-06,23:44,Caterham,Surrey,,"A very small white light with no flashing lights or smoke trail. 
Headed north then did a sharp turn to the east and then was just 
gone."
2009-08-08,23:55,Southampton,Hampshire,,"Six bright white & orange lights, two single and two in two object 
formation. Lower and faster than a satellite. Witness contacted local 
police who had no other reports."
2009-08-08,Not Given,Darlington,County Durham,,"Two bright orangey/red lights  moving towards Durham/Tees Valley 
Airport. The objects flew steady, level and straight."
2009-08-08,15:50,Otmoor,Oxfordshire,Pilot,"A shiny black flying cylinder, 20-30ft long at about 4700ft which was 
200ft above the pilots aircraft. Although the pilot sighted the object. 
Air Traffic Control forwarded details to the UFO Desk."
2009-08-08,21:30,Ammanford,Dyfed,Pilot,"Seven orange orbs that suddenly disappeared. They were on a 
North-South trajectory. Witness contacted Cardiff Air Traffic Control 
who had nothing on radar."
2009-08-08,00:20,Barton near A6,Lancashire,,"Nine bright orange lights moving at slow speed and at 2000ft. They 
made no sound."
2009-08-24,22:15,Solihull,West Midlands,,"Three objects like fireballs falling to earth. They were glowing and 
orange. There was one large object and two smaller ones which 
converged together and rose into the atmosphere until they faded 
away."
2009-08-24,23:00,Bracknell,Berkshire,,"A UFO. It was a ""glowing ball of something or other"". Definitely not a 
plane."
2009-08-24,02:47,Folkestone,Kent,,"A bright circular amber light, the size of a 2p coin. It was moving 
very slowly in a straight line but once it flew over the witnesses 
house it accelerated away very very quickly into the distance. It 
made no noise and left no vapour trail."
2009-08-24,22:30,"Tunstall to Butley 
Road",Suffolk,,"Two clusters of bright lights. They were stationary for a while then 
the first group of 15 headed towards Woodbridge followed by the 
second cluster of 6-7 lights. They were very high up. They made no 
sound."
2009-09-05,16:22,Milnathort,Fife,,"Witness was watching two helicopters (one a Chinook) coming from 
the Edinburgh area when she saw an orb shaped object through her 
binoculars glistening in the sun. The orb was quite high above the 
helicopters."
2009-09-05,23:00,Bridport,Dorset,,"Three orange lights south of Bridport coming from the east. They 
were the size of a two thirds moon. Moved away to the West rapidly 
diminishing."
2009-09-05,22:25,Rotherham,South Yorkshire,,"Object approached from the direction of Doncaster. It was a bright 
orange ball in the sky. It kept a level flight path then stopped. It then 
zigzagged a few times before shooting off  at tremendous speed, 
vanishing in a few seconds."
2009-09-11,02:41,Hayes,Middlesex,,"A roundish glowing shape. Flying at a steady speed with no noise. It 
was a clear night. Filmed it but the camera died."
2009-09-11,18:45,Swansea,West Glamorgan,,"Seemed like a rather large disc or round in appearance. It was dark 
in colour but bounced sunlight off its surface. It was floating or 
bobbing up and down. Other aircraft were at the same altitude and 
could be heard, the object made no noise."
2009-10-03,10:45,Bury St Edmunds,Suffolk,,"Fifteen red/orangey lights in sky, which gradually started fading out 
and then disappearing."
2009-10-10,22:45,Barnsley,South Yorkshire,,"Two bright orange lights, three to four minutes a part and no sound 
heard.  Lights then went into clouds."
2009-10-10,00:20,Hoddesdon,Hertfordshire,,"First saw three orange objects. Forty minutes later, looking North 
saw an orange glowing object travelling slowly from SW to NE. It 
was at an angle to the ground of about 30-40 deg."
2009-10-10,21:30,Brighton,East Sussex,,"A bright orange light travelling in a straight line from Brighton 
Centre. Which then passed over the house."
2009-10-10,09:30,Bromley,Kent,,"Saw an orange, yellow object in the sky, with the shape similar to a 
hot air balloon."
2009-10-10,Not Given,Peterborough,Cambridgeshire,,"Three bright orange lights and one dimmer one. Faded after being 
static."
2009-10-16,22:30,Elgin,Moray,,"Lights moving slowly. One light lead a group of five, with one light 
acting as tail ender."
2009-10-16,22:57,Michell Coldon,,Police,"17 UFO's above village. Red and green lights, no sound."
2009-10-16,00:22,Shirley,Croydon,,"Orange point of light in the sky.  No haze or smoke visible around 
the object. Object was flickering slightly. Lasted about 60 secs."
2009-10-16,14:00,Hauxton,Cambridgeshire,"Retired merchant 
seaman","Saw glider like objects in the sky. Flying around in an anti-clockwise 
direction."
2009-10-16,21:30,Not Given,Not Given,,"Red object, looked like a clod, went over the roof and vanished. No 
noise/engine. Big orange colour lower than a plane. Gliding straight."
2009-10-17,21:45,Aylesford,Kent,,"Large orange glow in sky, moving slowly than disappeared. 
Reappeared after five minutes. Knows a bit about astronomy."
2009-10-17,00:15,Woburn Sands,Buckinghamshire,,"Saw orange ball in distance, no flashing lights, no engine noise. Left 
suddenly."
2009-10-17,04:01,Formby,Merseyside,,"Large oval craft seen, very low and could not make out any 
distinguishing features. It had on it a number of red, orange and 
green lights.  Sighting lasted only 5-10 seconds."
2009-10-23,22:00,Ullswater,Lake District,,"Six balloons of fire over Ullswater.  These UFOs moved at different 
speeds to each other and in different directions before burning out."
2009-10-23,22:00,Cardiff,South Glamorgon,,Unusual lights travelling silently from West to East.
2009-10-23,22:00,Barnston,Merseyside,,"Six to seven bright orange lights, moving down Wirral peninsula 
from Birkenhead to Ellesmere Port. No noise. Saw a second UFO 
five minutes later."
2009-10-23,22:09,Wirral,Merseyside,,"Eight orange, non-flashing lights, made no sound. Round shapes."
2009-10-27,00:05,East Kilbride,Lanarkshire,,"Bright orange bulb. Stayed for 10 minutes, came towards him like a 
tornado then disappeared."
2009-10-27,09:45,Stockport,Cheshire,,"Bright orange object which looked as though it was on fire. Moving 
at a steady pace, slowed then gained altitude slowly and 
disappeared into the clouds.  Sighting lasted 2-3 minutes.  Object 
was similar to a hot air balloon but had no outline or shape."
2009-10-27,20:45,Not Given,Not Given,,"Bright light form the northwest - lights went out, turned towards the 
south."
2009-10-28,22:00,Bradford,Yorkshire,,"Saw a very bright orange ball shaped object in the sky. No noise 
from object. Went to get mobiles to take pictures and videos but 
object had just vanished."
2009-10-28,17:16,Not Given,Not Given,,"Report received from ""Psychic Control Centre"", ref: PO255401."
2009-10-28,17:15,London,Greater London,,"Report on behalf of her sister, who said she saw a UFO at Holborn 
Station."
2009-10-28,22:13,Northampton,Northamptonshire,,"Bright red orange ball, no sound, moved faster than an aircraft. 
Could not find a camera in time to take photos."
2009-10-28,10:46,Rayleigh,Essex,,"UFO visible for 6 -7 second. Changed direction by approx 60 degs 
downward towards the horizon before disappearing. Object was a 
dull brown colour, with a magnitude of 3.5 to 5 and resembled a 
slightly luminous brown paper bag. No sound was heard."
2009-10-31,23:00,Thorpe-le-Soken,Essex,"Amateur 
astronomer","Saw a meteor shower which contained something he could not 
explain."
2009-10-31,23:03,Morfa Nefyn,Pwllheli,,"Bright light shone through the window. Saw three lights size of a 
basket ball moving up/down and rotating on own axis. Seemed to 
loose power after 30 seconds and vanished."
2009-10-31,20:00,Billericay,Essex,,"No flashing lights, orange looking object. Looked like it was 
hovering, flew towards observer's car and faded slowly into the 
distance."
2009-10-31,23:50,Wimborne,Dorset,,"Pair of ""lanterns"" directly overhead, slightly faster than a plane, 
faster than a satellite, slower than a meteor."
2009-10-31,23:00,Westmuir,Moray,,"One light, joined by another, hovering over the village. No noise. 
One light no longer there, the other disappeared. Like a lightbulb 
with an orange top"
2009-10-31,03:30,Langport,Somerset,,"Very bright light, stops and spins slowly, moves right and left, as if 
looking for something or taking photos, long beams of light. No 
sound."
2009-10-31,21:25,Altrincham,Lancashire,,Two bright orange lights. Witnessed for about five minutes.
2009-10-31,23:00,Wythall,Birmingham,,"Emitting a large bright orange light much larger than normal lights 
on a plane/helicopter, travelling in an arc with no sound. After 10 
mins light became dimmer and appeared to gain height, light now 
size as normal aircraft light and disappeared."
2009-10-31,Not Given,Exmouth,Devon,,"A bright orange object. Above cloud level. Travelling at a high rate 
of knots. Came inland from the coast over Exmouth and headed off 
towards Woodbury and Taunton."
2009-10-31,21:00,Northampton,Northamptonshire,,"Was carrying a camera, as is her usual practice, saw a pinpoint, a 
silver dot that was clearly a UFO."
2009-10-31,23:44,Withington,Lancashire,,"Three red lights in the shape of a triangle with the nose moving 
forward, not a usual aircraft, suspect it was a UFO."
2009-10-31,23:00,Shebbear,Devon,,"Circular shape in with a mixture of stars, one was getting brighter 
and then dimmer and disappearing for a short number of minutes. 
Another red light hovered around the object. Camera on phone 
would not pick anything up."
2009-11-07,12:10,Petts Wood,Kent,,"Saw eight orange single lights in the sky. Lights were very clear, 
single bright orange spot, which travelled at constant speed slowly 
higher into the eastern atmosphere. At first four lights in close 
proximity followed by four more with approx one minute."
2009-11-07,Not Given,Ashingdon HeightsEssex,,,"Approx 10 orange lights flying over. First eight were going at a 
steady, slow rate, three of which merged into a triangle formation, 
separated then disappeared. Two others appeared about a minute or 
so travelling faster and disappeared at same area of sky."
2009-11-07,17:00,Not Given,Thames Estuary,,"Saw a vertical cylinder, silvery colour and underneath was a great 
bright yellow, fiery glow.  Watched the object for about 20 minutes."
2009-11-07,Not Given,Catford,London,,"Six bright orange lights - not flashing - silent. After a few minutes 
there was another one."
2009-11-07,21:00,Sherborne,Dorset,,"Saw a very bright light - looking south to right of the moon.  It was 
very large.  There were four or five bright lights."
